step_n,E_lj,E_elec,E_total
293000,6.942611372185413 kJ mol^-1,-2159.974623289951 kJ mol^-1,-2153.0320119177654 kJ mol^-1
293100,7.036354602594692 kJ mol^-1,-2156.624854041668 kJ mol^-1,-2149.5884994390735 kJ mol^-1
293200,5.288565414462134 kJ mol^-1,-2143.6514714491686 kJ mol^-1,-2138.3629060347066 kJ mol^-1
293300,5.902104895146438 kJ mol^-1,-2143.959619083326 kJ mol^-1,-2138.0575141881795 kJ mol^-1
293400,7.527341637282473 kJ mol^-1,-2137.4655832881913 kJ mol^-1,-2129.938241650909 kJ mol^-1
293500,1.3579596393686675 kJ mol^-1,-2115.447875759202 kJ mol^-1,-2114.089916119833 kJ mol^-1
293600,3.968699299223505 kJ mol^-1,-2112.3690501767974 kJ mol^-1,-2108.400350877574 kJ mol^-1
293700,3.5399524133307727 kJ mol^-1,-2129.2418435234063 kJ mol^-1,-2125.7018911100754 kJ mol^-1
293800,5.831908948861657 kJ mol^-1,-2135.7941929419417 kJ mol^-1,-2129.96228399308 kJ mol^-1
293900,3.6804682591217848 kJ mol^-1,-2138.166915292217 kJ mol^-1,-2134.486447033095 kJ mol^-1
294000,3.157232219239471 kJ mol^-1,-2135.6685692684855 kJ mol^-1,-2132.511337049246 kJ mol^-1
294100,2.457681964677681 kJ mol^-1,-2144.431965196147 kJ mol^-1,-2141.974283231469 kJ mol^-1
294200,-0.2677750969853325 kJ mol^-1,-2153.2995770419693 kJ mol^-1,-2153.5673521389544 kJ mol^-1
294300,0.22589136312966412 kJ mol^-1,-2165.7298464957935 kJ mol^-1,-2165.503955132664 kJ mol^-1
294400,-3.2057598535261613 kJ mol^-1,-2156.719468830439 kJ mol^-1,-2159.925228683965 kJ mol^-1
294500,-0.17394299779933078 kJ mol^-1,-2171.735572250492 kJ mol^-1,-2171.9095152482914 kJ mol^-1
294600,4.231487257125073 kJ mol^-1,-2200.732981084399 kJ mol^-1,-2196.501493827274 kJ mol^-1
294700,2.3862683879864375 kJ mol^-1,-2194.880442058976 kJ mol^-1,-2192.4941736709893 kJ mol^-1
294800,5.771686008906595 kJ mol^-1,-2186.239265908002 kJ mol^-1,-2180.467579899095 kJ mol^-1
294900,1.5884214351445187 kJ mol^-1,-2181.17908372 kJ mol^-1,-2179.5906622848556 kJ mol^-1
295000,4.0490491705800356 kJ mol^-1,-2184.794033473403 kJ mol^-1,-2180.744984302823 kJ mol^-1
295100,2.737426236259139 kJ mol^-1,-2170.5756139387004 kJ mol^-1,-2167.8381877024412 kJ mol^-1
295200,2.8773312255205417 kJ mol^-1,-2168.632190492678 kJ mol^-1,-2165.7548592671574 kJ mol^-1
295300,-0.11022130500785501 kJ mol^-1,-2171.053752473755 kJ mol^-1,-2171.163973778763 kJ mol^-1
295400,-2.5830895510875416 kJ mol^-1,-2170.9202615922372 kJ mol^-1,-2173.503351143325 kJ mol^-1
295500,6.772586285512637 kJ mol^-1,-2183.780159225087 kJ mol^-1,-2177.0075729395744 kJ mol^-1
295600,5.08084527096535 kJ mol^-1,-2169.906008909688 kJ mol^-1,-2164.8251636387226 kJ mol^-1
295700,8.761222127807935 kJ mol^-1,-2161.633900947459 kJ mol^-1,-2152.8726788196514 kJ mol^-1
295800,10.183793292107357 kJ mol^-1,-2175.0580355061848 kJ mol^-1,-2164.874242214077 kJ mol^-1
295900,11.687593804131568 kJ mol^-1,-2189.182057943544 kJ mol^-1,-2177.4944641394122 kJ mol^-1
296000,20.63995734488848 kJ mol^-1,-2188.855812809279 kJ mol^-1,-2168.2158554643906 kJ mol^-1
296100,9.145446992136296 kJ mol^-1,-2180.59712230399 kJ mol^-1,-2171.4516753118537 kJ mol^-1
296200,8.988811164225442 kJ mol^-1,-2165.806194869502 kJ mol^-1,-2156.817383705277 kJ mol^-1
296300,4.000118384459071 kJ mol^-1,-2154.927090226421 kJ mol^-1,-2150.926971841962 kJ mol^-1
296400,4.578471522475896 kJ mol^-1,-2144.2155717312944 kJ mol^-1,-2139.6371002088185 kJ mol^-1
296500,3.698430426234625 kJ mol^-1,-2134.917193873858 kJ mol^-1,-2131.2187634476236 kJ mol^-1
296600,-1.952434076495522 kJ mol^-1,-2147.2073608463443 kJ mol^-1,-2149.15979492284 kJ mol^-1
296700,-7.56953713636949 kJ mol^-1,-2141.0881483788594 kJ mol^-1,-2148.657685515229 kJ mol^-1
296800,-9.77229907087922 kJ mol^-1,-2144.53235996387 kJ mol^-1,-2154.3046590347494 kJ mol^-1
296900,-7.009530062900736 kJ mol^-1,-2143.4657346503054 kJ mol^-1,-2150.4752647132063 kJ mol^-1
297000,-2.131337807535823 kJ mol^-1,-2146.296410082625 kJ mol^-1,-2148.4277478901604 kJ mol^-1
297100,-3.013421731169589 kJ mol^-1,-2143.9452738798136 kJ mol^-1,-2146.9586956109833 kJ mol^-1
297200,-2.62542709173898 kJ mol^-1,-2154.466098885224 kJ mol^-1,-2157.0915259769627 kJ mol^-1
297300,-2.9538517821303456 kJ mol^-1,-2143.3878340799647 kJ mol^-1,-2146.341685862095 kJ mol^-1
297400,-2.0140128549844873 kJ mol^-1,-2144.6700908529015 kJ mol^-1,-2146.684103707886 kJ mol^-1
297500,-1.8121838791638225 kJ mol^-1,-2145.9172857678996 kJ mol^-1,-2147.7294696470635 kJ mol^-1
297600,-4.84036965593628 kJ mol^-1,-2139.2463577120166 kJ mol^-1,-2144.086727367953 kJ mol^-1
297700,8.147131575702444 kJ mol^-1,-2139.255777779754 kJ mol^-1,-2131.1086462040516 kJ mol^-1
297800,9.519842348608268 kJ mol^-1,-2143.6109057235053 kJ mol^-1,-2134.091063374897 kJ mol^-1
297900,12.632947602688786 kJ mol^-1,-2145.123324479687 kJ mol^-1,-2132.490376876998 kJ mol^-1
298000,-1.0759071349457385 kJ mol^-1,-2137.36876036266 kJ mol^-1,-2138.4446674976057 kJ mol^-1
298100,-1.7320860723826457 kJ mol^-1,-2140.451704604932 kJ mol^-1,-2142.1837906773144 kJ mol^-1
298200,-0.2142099150966065 kJ mol^-1,-2137.7957863414995 kJ mol^-1,-2138.009996256596 kJ mol^-1
298300,-3.410771305332009 kJ mol^-1,-2124.9722230227126 kJ mol^-1,-2128.382994328045 kJ mol^-1
298400,-3.5719260608854144 kJ mol^-1,-2114.043542362143 kJ mol^-1,-2117.6154684230282 kJ mol^-1
298500,-4.443628565843411 kJ mol^-1,-2112.8209887818016 kJ mol^-1,-2117.264617347645 kJ mol^-1
298600,-0.6693595910717691 kJ mol^-1,-2117.619710862415 kJ mol^-1,-2118.289070453487 kJ mol^-1
298700,2.8698945667057463 kJ mol^-1,-2129.1984366092533 kJ mol^-1,-2126.3285420425477 kJ mol^-1
298800,-2.717012659990164 kJ mol^-1,-2128.726408586651 kJ mol^-1,-2131.4434212466413 kJ mol^-1
298900,-3.918751483196998 kJ mol^-1,-2123.0292018366163 kJ mol^-1,-2126.947953319813 kJ mol^-1
299000,-7.142054507629961 kJ mol^-1,-2115.5489638994372 kJ mol^-1,-2122.691018407067 kJ mol^-1
299100,-8.126400958579243 kJ mol^-1,-2116.6806211809867 kJ mol^-1,-2124.807022139566 kJ mol^-1
299200,-7.9236276516935975 kJ mol^-1,-2123.511691076542 kJ mol^-1,-2131.4353187282354 kJ mol^-1
299300,-7.8866369797428595 kJ mol^-1,-2121.5573383202714 kJ mol^-1,-2129.4439753000142 kJ mol^-1
299400,2.6194509684991285 kJ mol^-1,-2131.711721941344 kJ mol^-1,-2129.0922709728447 kJ mol^-1
299500,3.3158334534887 kJ mol^-1,-2119.639775796584 kJ mol^-1,-2116.3239423430955 kJ mol^-1
299600,6.95267218090557 kJ mol^-1,-2133.9337328776796 kJ mol^-1,-2126.981060696774 kJ mol^-1
299700,14.35572989062808 kJ mol^-1,-2149.3553011450263 kJ mol^-1,-2134.9995712543982 kJ mol^-1
299800,19.91729841804243 kJ mol^-1,-2137.8091953212925 kJ mol^-1,-2117.89189690325 kJ mol^-1
299900,27.208858069485444 kJ mol^-1,-2138.7539359483576 kJ mol^-1,-2111.5450778788722 kJ mol^-1
300000,28.385952817910102 kJ mol^-1,-2150.7645770360236 kJ mol^-1,-2122.3786242181136 kJ mol^-1
300100,15.731765929151932 kJ mol^-1,-2135.671213316315 kJ mol^-1,-2119.939447387163 kJ mol^-1
300200,8.414556350219858 kJ mol^-1,-2119.807882420932 kJ mol^-1,-2111.393326070712 kJ mol^-1
300300,13.042502612073067 kJ mol^-1,-2116.967038077757 kJ mol^-1,-2103.924535465684 kJ mol^-1
300400,10.026939461013143 kJ mol^-1,-2114.9844849683873 kJ mol^-1,-2104.957545507374 kJ mol^-1
300500,18.46003388938676 kJ mol^-1,-2117.1420665370506 kJ mol^-1,-2098.6820326476636 kJ mol^-1
300600,5.071734006373244 kJ mol^-1,-2105.400397601694 kJ mol^-1,-2100.3286635953204 kJ mol^-1
300700,3.0541725283484062 kJ mol^-1,-2104.200544235171 kJ mol^-1,-2101.1463717068227 kJ mol^-1
300800,0.935412917230806 kJ mol^-1,-2105.154436135412 kJ mol^-1,-2104.2190232181815 kJ mol^-1
300900,-1.0505857810757413 kJ mol^-1,-2098.1735847471123 kJ mol^-1,-2099.224170528188 kJ mol^-1
301000,2.141169379418918 kJ mol^-1,-2103.4258217072215 kJ mol^-1,-2101.2846523278026 kJ mol^-1
301100,15.005123954900018 kJ mol^-1,-2119.5630190496768 kJ mol^-1,-2104.5578950947765 kJ mol^-1
301200,13.766893430376683 kJ mol^-1,-2141.468165494663 kJ mol^-1,-2127.7012720642865 kJ mol^-1
301300,12.545497858984234 kJ mol^-1,-2143.594258748344 kJ mol^-1,-2131.04876088936 kJ mol^-1
301400,7.508701116940548 kJ mol^-1,-2137.6469390295265 kJ mol^-1,-2130.1382379125857 kJ mol^-1
301500,11.203245215681251 kJ mol^-1,-2145.5068586312295 kJ mol^-1,-2134.303613415548 kJ mol^-1
301600,8.60593599202317 kJ mol^-1,-2130.995419299387 kJ mol^-1,-2122.3894833073637 kJ mol^-1
301700,4.958417863731565 kJ mol^-1,-2130.1376566612657 kJ mol^-1,-2125.1792387975343 kJ mol^-1
301800,11.982654068984418 kJ mol^-1,-2137.8360345486185 kJ mol^-1,-2125.853380479634 kJ mol^-1
301900,8.135811797818567 kJ mol^-1,-2136.0157086599074 kJ mol^-1,-2127.879896862089 kJ mol^-1
302000,9.791941645050782 kJ mol^-1,-2135.821018891916 kJ mol^-1,-2126.029077246865 kJ mol^-1
302100,10.975398142322495 kJ mol^-1,-2156.7273048478237 kJ mol^-1,-2145.7519067055014 kJ mol^-1
302200,11.725553275951057 kJ mol^-1,-2166.353085465469 kJ mol^-1,-2154.627532189518 kJ mol^-1
302300,11.630067984432763 kJ mol^-1,-2178.6092846681413 kJ mol^-1,-2166.9792166837087 kJ mol^-1
302400,1.0855469019719366 kJ mol^-1,-2174.544691782531 kJ mol^-1,-2173.459144880559 kJ mol^-1
302500,2.9161211864324343 kJ mol^-1,-2166.723225530209 kJ mol^-1,-2163.8071043437767 kJ mol^-1
302600,1.8155882712538598 kJ mol^-1,-2159.232674806594 kJ mol^-1,-2157.41708653534 kJ mol^-1
302700,3.53572560667553 kJ mol^-1,-2159.493561956347 kJ mol^-1,-2155.9578363496717 kJ mol^-1
302800,-2.325525147287374 kJ mol^-1,-2148.206472020417 kJ mol^-1,-2150.5319971677045 kJ mol^-1
302900,0.429114352693716 kJ mol^-1,-2150.935112609524 kJ mol^-1,-2150.50599825683 kJ mol^-1
303000,0.9797545962367803 kJ mol^-1,-2151.213202026502 kJ mol^-1,-2150.233447430265 kJ mol^-1
303100,5.079570241251504 kJ mol^-1,-2174.921878498946 kJ mol^-1,-2169.8423082576946 kJ mol^-1
303200,8.93143946264048 kJ mol^-1,-2179.4833404712617 kJ mol^-1,-2170.5519010086214 kJ mol^-1
303300,15.382615045664823 kJ mol^-1,-2188.8246723760985 kJ mol^-1,-2173.4420573304337 kJ mol^-1
303400,16.069598144940354 kJ mol^-1,-2166.008393954833 kJ mol^-1,-2149.938795809893 kJ mol^-1
303500,15.677878280620195 kJ mol^-1,-2157.3465281998933 kJ mol^-1,-2141.6686499192733 kJ mol^-1
303600,14.64348371256325 kJ mol^-1,-2146.6898588380786 kJ mol^-1,-2132.046375125515 kJ mol^-1
303700,14.390210504749785 kJ mol^-1,-2151.8904433342705 kJ mol^-1,-2137.500232829521 kJ mol^-1
303800,17.17483341807182 kJ mol^-1,-2170.656554604242 kJ mol^-1,-2153.48172118617 kJ mol^-1
303900,15.205793491525574 kJ mol^-1,-2174.76910539548 kJ mol^-1,-2159.5633119039544 kJ mol^-1
304000,12.722549145917744 kJ mol^-1,-2174.3944214990506 kJ mol^-1,-2161.671872353133 kJ mol^-1
304100,10.89229973834349 kJ mol^-1,-2169.0678702327655 kJ mol^-1,-2158.175570494422 kJ mol^-1
304200,9.040624408647968 kJ mol^-1,-2180.9907403796674 kJ mol^-1,-2171.9501159710194 kJ mol^-1
304300,10.057497710155008 kJ mol^-1,-2184.6792469515294 kJ mol^-1,-2174.6217492413743 kJ mol^-1
304400,10.678853532637016 kJ mol^-1,-2188.860113003045 kJ mol^-1,-2178.1812594704083 kJ mol^-1
304500,9.467255445500282 kJ mol^-1,-2173.038128590287 kJ mol^-1,-2163.570873144787 kJ mol^-1
304600,4.402082133461034 kJ mol^-1,-2163.61336713409 kJ mol^-1,-2159.211285000629 kJ mol^-1
304700,8.75703044597858 kJ mol^-1,-2165.2048158600887 kJ mol^-1,-2156.44778541411 kJ mol^-1
304800,10.725096098523885 kJ mol^-1,-2159.422332791947 kJ mol^-1,-2148.6972366934233 kJ mol^-1
304900,8.821745035940802 kJ mol^-1,-2150.6022656628934 kJ mol^-1,-2141.7805206269527 kJ mol^-1
305000,9.117983332999232 kJ mol^-1,-2167.1860236178018 kJ mol^-1,-2158.0680402848025 kJ mol^-1
305100,8.592020761831066 kJ mol^-1,-2167.8480782042748 kJ mol^-1,-2159.2560574424438 kJ mol^-1
305200,6.9726839242122205 kJ mol^-1,-2172.3753000644133 kJ mol^-1,-2165.402616140201 kJ mol^-1
305300,7.435170926203043 kJ mol^-1,-2182.7931848911758 kJ mol^-1,-2175.3580139649725 kJ mol^-1
305400,10.765446403209989 kJ mol^-1,-2191.8975864378813 kJ mol^-1,-2181.1321400346715 kJ mol^-1
305500,11.060812705331728 kJ mol^-1,-2192.78384441898 kJ mol^-1,-2181.723031713648 kJ mol^-1
305600,15.045508713995098 kJ mol^-1,-2187.8526677873892 kJ mol^-1,-2172.8071590733944 kJ mol^-1
305700,20.450318019373867 kJ mol^-1,-2191.0370795066297 kJ mol^-1,-2170.586761487256 kJ mol^-1
305800,20.786506636202926 kJ mol^-1,-2180.9398039462635 kJ mol^-1,-2160.1532973100607 kJ mol^-1
305900,15.357503733770953 kJ mol^-1,-2190.2260166620617 kJ mol^-1,-2174.868512928291 kJ mol^-1
306000,22.829923939203415 kJ mol^-1,-2192.4392738276565 kJ mol^-1,-2169.609349888453 kJ mol^-1
306100,13.946370535820861 kJ mol^-1,-2191.592548256017 kJ mol^-1,-2177.646177720196 kJ mol^-1
306200,5.202465804684958 kJ mol^-1,-2187.349371113271 kJ mol^-1,-2182.146905308586 kJ mol^-1
306300,5.054223407413508 kJ mol^-1,-2176.9215885458448 kJ mol^-1,-2171.867365138431 kJ mol^-1
306400,3.3534592091053144 kJ mol^-1,-2172.1521754356663 kJ mol^-1,-2168.798716226561 kJ mol^-1
306500,4.040748173344199 kJ mol^-1,-2176.023984999587 kJ mol^-1,-2171.983236826243 kJ mol^-1
306600,7.239525561012793 kJ mol^-1,-2189.2029704415754 kJ mol^-1,-2181.9634448805627 kJ mol^-1
306700,9.28807176914965 kJ mol^-1,-2181.3674243789746 kJ mol^-1,-2172.079352609825 kJ mol^-1
306800,19.9796240241491 kJ mol^-1,-2190.9866419021496 kJ mol^-1,-2171.0070178780006 kJ mol^-1
306900,15.684455297283936 kJ mol^-1,-2197.235768082836 kJ mol^-1,-2181.551312785552 kJ mol^-1
307000,18.307662303783708 kJ mol^-1,-2179.8786905823877 kJ mol^-1,-2161.571028278604 kJ mol^-1
307100,18.751083036155887 kJ mol^-1,-2168.450881324451 kJ mol^-1,-2149.6997982882954 kJ mol^-1
307200,18.485879110550894 kJ mol^-1,-2167.5782302611337 kJ mol^-1,-2149.092351150583 kJ mol^-1
307300,4.703206364202353 kJ mol^-1,-2167.838466762238 kJ mol^-1,-2163.135260398036 kJ mol^-1
307400,13.851598477870077 kJ mol^-1,-2177.5122810522744 kJ mol^-1,-2163.6606825744043 kJ mol^-1
307500,11.748816864530681 kJ mol^-1,-2163.7164896512054 kJ mol^-1,-2151.9676727866745 kJ mol^-1
307600,19.048593400265638 kJ mol^-1,-2161.758985905682 kJ mol^-1,-2142.7103925054166 kJ mol^-1
307700,17.598611852986757 kJ mol^-1,-2154.940591866423 kJ mol^-1,-2137.341980013436 kJ mol^-1
307800,18.084215949259825 kJ mol^-1,-2147.2146249884427 kJ mol^-1,-2129.1304090391827 kJ mol^-1
307900,15.683497617000166 kJ mol^-1,-2140.3584764849475 kJ mol^-1,-2124.674978867947 kJ mol^-1
308000,8.967104161763034 kJ mol^-1,-2135.2292100687846 kJ mol^-1,-2126.2621059070216 kJ mol^-1
308100,8.952733881783969 kJ mol^-1,-2130.7606050439013 kJ mol^-1,-2121.8078711621174 kJ mol^-1
308200,6.260940946099923 kJ mol^-1,-2120.5948352345563 kJ mol^-1,-2114.3338942884566 kJ mol^-1
308300,5.883071061661761 kJ mol^-1,-2121.261888981873 kJ mol^-1,-2115.3788179202115 kJ mol^-1
308400,3.4569916598549217 kJ mol^-1,-2117.9776107197963 kJ mol^-1,-2114.5206190599415 kJ mol^-1
308500,6.553176441278759 kJ mol^-1,-2113.484547636824 kJ mol^-1,-2106.9313711955456 kJ mol^-1
308600,5.656409291911841 kJ mol^-1,-2112.354533922295 kJ mol^-1,-2106.698124630383 kJ mol^-1
308700,11.278125019598395 kJ mol^-1,-2109.073868493632 kJ mol^-1,-2097.7957434740333 kJ mol^-1
308800,10.969463098312335 kJ mol^-1,-2120.4499942381753 kJ mol^-1,-2109.480531139863 kJ mol^-1
308900,7.8919813732651285 kJ mol^-1,-2122.535567890348 kJ mol^-1,-2114.643586517083 kJ mol^-1
309000,15.518133160183208 kJ mol^-1,-2126.619043684831 kJ mol^-1,-2111.1009105246476 kJ mol^-1
309100,12.129894914734235 kJ mol^-1,-2112.007913096214 kJ mol^-1,-2099.8780181814795 kJ mol^-1
309200,14.392471763949402 kJ mol^-1,-2103.7412567657757 kJ mol^-1,-2089.3487850018264 kJ mol^-1
309300,2.456901574859034 kJ mol^-1,-2103.404292997698 kJ mol^-1,-2100.9473914228392 kJ mol^-1
309400,0.6791535624211199 kJ mol^-1,-2115.2190832790207 kJ mol^-1,-2114.5399297165995 kJ mol^-1
309500,-0.0427273776807073 kJ mol^-1,-2123.470146735342 kJ mol^-1,-2123.512874113023 kJ mol^-1
309600,2.1615630701406237 kJ mol^-1,-2119.09593413511 kJ mol^-1,-2116.934371064969 kJ mol^-1
309700,0.35898434145675334 kJ mol^-1,-2118.907618217903 kJ mol^-1,-2118.5486338764463 kJ mol^-1
309800,8.924869243229265 kJ mol^-1,-2119.8462472011897 kJ mol^-1,-2110.9213779579604 kJ mol^-1
309900,1.578794617885449 kJ mol^-1,-2122.7404178431675 kJ mol^-1,-2121.1616232252823 kJ mol^-1
310000,0.36008865634329007 kJ mol^-1,-2133.3066469807904 kJ mol^-1,-2132.9465583244473 kJ mol^-1
310100,0.3267931020681554 kJ mol^-1,-2124.4087707878894 kJ mol^-1,-2124.081977685821 kJ mol^-1
310200,-0.6777736709697674 kJ mol^-1,-2135.1276982899053 kJ mol^-1,-2135.805471960875 kJ mol^-1
310300,0.5919903990979911 kJ mol^-1,-2137.2714431448385 kJ mol^-1,-2136.6794527457405 kJ mol^-1
310400,9.161075653096558 kJ mol^-1,-2129.487714185825 kJ mol^-1,-2120.3266385327283 kJ mol^-1
310500,14.034874400330377 kJ mol^-1,-2139.847245788401 kJ mol^-1,-2125.8123713880705 kJ mol^-1
310600,17.947209849909687 kJ mol^-1,-2150.6975212539455 kJ mol^-1,-2132.750311404036 kJ mol^-1
310700,17.289981586634223 kJ mol^-1,-2142.9210409892976 kJ mol^-1,-2125.631059402663 kJ mol^-1
310800,4.861070180570933 kJ mol^-1,-2136.1551674602383 kJ mol^-1,-2131.2940972796673 kJ mol^-1
310900,7.646487147496749 kJ mol^-1,-2145.9211122261313 kJ mol^-1,-2138.2746250786345 kJ mol^-1
311000,-2.1375856117357612 kJ mol^-1,-2158.054034721829 kJ mol^-1,-2160.1916203335645 kJ mol^-1
311100,-0.5286537919567896 kJ mol^-1,-2160.595169763786 kJ mol^-1,-2161.123823555743 kJ mol^-1
311200,-0.3932052069528547 kJ mol^-1,-2166.38731439769 kJ mol^-1,-2166.7805196046424 kJ mol^-1
311300,0.746611674398301 kJ mol^-1,-2167.3291219044618 kJ mol^-1,-2166.5825102300637 kJ mol^-1
311400,4.488545994505504 kJ mol^-1,-2182.26835710316 kJ mol^-1,-2177.7798111086545 kJ mol^-1
311500,2.84143371890013 kJ mol^-1,-2182.5921866587114 kJ mol^-1,-2179.7507529398113 kJ mol^-1
311600,4.032882972846265 kJ mol^-1,-2186.4671012549325 kJ mol^-1,-2182.434218282086 kJ mol^-1
311700,4.891951753370512 kJ mol^-1,-2185.2378914601923 kJ mol^-1,-2180.345939706822 kJ mol^-1
311800,4.744105189215266 kJ mol^-1,-2192.885831729451 kJ mol^-1,-2188.141726540236 kJ mol^-1
311900,5.534570835692468 kJ mol^-1,-2200.005688657516 kJ mol^-1,-2194.4711178218236 kJ mol^-1
312000,7.371873267285245 kJ mol^-1,-2180.6893337057327 kJ mol^-1,-2173.3174604384476 kJ mol^-1
312100,4.906750863474185 kJ mol^-1,-2183.552505997314 kJ mol^-1,-2178.6457551338394 kJ mol^-1
312200,7.7672434348624835 kJ mol^-1,-2172.53836312911 kJ mol^-1,-2164.771119694248 kJ mol^-1
312300,11.975240897026874 kJ mol^-1,-2166.544788208464 kJ mol^-1,-2154.5695473114374 kJ mol^-1
312400,12.23397116601123 kJ mol^-1,-2154.7874597226487 kJ mol^-1,-2142.5534885566376 kJ mol^-1
312500,10.963379836408025 kJ mol^-1,-2152.7652720618835 kJ mol^-1,-2141.8018922254755 kJ mol^-1
312600,10.49486782232486 kJ mol^-1,-2152.140131721546 kJ mol^-1,-2141.645263899221 kJ mol^-1
312700,6.5953636476029285 kJ mol^-1,-2167.2023006159834 kJ mol^-1,-2160.6069369683805 kJ mol^-1
312800,7.451038214262452 kJ mol^-1,-2168.4773915775254 kJ mol^-1,-2161.026353363263 kJ mol^-1
312900,11.107359514794616 kJ mol^-1,-2162.417769540756 kJ mol^-1,-2151.3104100259616 kJ mol^-1
313000,11.429283215406794 kJ mol^-1,-2153.716092373382 kJ mol^-1,-2142.286809157975 kJ mol^-1
313100,15.16110031896473 kJ mol^-1,-2138.229941899851 kJ mol^-1,-2123.0688415808863 kJ mol^-1
313200,11.692801587477339 kJ mol^-1,-2140.7040796898946 kJ mol^-1,-2129.0112781024172 kJ mol^-1
313300,9.761450991934844 kJ mol^-1,-2137.9254011730914 kJ mol^-1,-2128.1639501811565 kJ mol^-1
313400,7.585691539592432 kJ mol^-1,-2120.4272157847777 kJ mol^-1,-2112.841524245185 kJ mol^-1
313500,8.461946194683572 kJ mol^-1,-2116.73031731555 kJ mol^-1,-2108.2683711208665 kJ mol^-1
313600,10.444852772697953 kJ mol^-1,-2111.9332335878285 kJ mol^-1,-2101.4883808151303 kJ mol^-1
313700,13.403121542400841 kJ mol^-1,-2122.3453251574233 kJ mol^-1,-2108.9422036150227 kJ mol^-1
313800,12.637755116213803 kJ mol^-1,-2128.5974358855724 kJ mol^-1,-2115.959680769359 kJ mol^-1
313900,10.836169999772006 kJ mol^-1,-2124.882030781265 kJ mol^-1,-2114.0458607814926 kJ mol^-1
314000,12.011013945718663 kJ mol^-1,-2128.0882258919996 kJ mol^-1,-2116.077211946281 kJ mol^-1
314100,12.849678086165266 kJ mol^-1,-2130.5629270854733 kJ mol^-1,-2117.7132489993082 kJ mol^-1
314200,14.177764484561237 kJ mol^-1,-2137.0756430276606 kJ mol^-1,-2122.8978785430995 kJ mol^-1
314300,8.413648797841873 kJ mol^-1,-2115.912501700556 kJ mol^-1,-2107.498852902714 kJ mol^-1
314400,15.375935685208136 kJ mol^-1,-2120.2946700689026 kJ mol^-1,-2104.9187343836943 kJ mol^-1
314500,11.592382113541078 kJ mol^-1,-2109.8372483195208 kJ mol^-1,-2098.2448662059796 kJ mol^-1
314600,10.788931501031191 kJ mol^-1,-2111.431817609604 kJ mol^-1,-2100.642886108573 kJ mol^-1
314700,13.379795586218338 kJ mol^-1,-2107.819655877312 kJ mol^-1,-2094.4398602910937 kJ mol^-1
314800,14.73842561133378 kJ mol^-1,-2097.7499360051333 kJ mol^-1,-2083.0115103937997 kJ mol^-1
314900,14.55688176821066 kJ mol^-1,-2102.6452272692327 kJ mol^-1,-2088.088345501022 kJ mol^-1
315000,15.530780639199573 kJ mol^-1,-2114.0557353604827 kJ mol^-1,-2098.524954721283 kJ mol^-1
315100,8.84469737998349 kJ mol^-1,-2113.017056221001 kJ mol^-1,-2104.1723588410173 kJ mol^-1
315200,9.381159337702853 kJ mol^-1,-2109.4148682969094 kJ mol^-1,-2100.0337089592067 kJ mol^-1
315300,10.787038984304916 kJ mol^-1,-2106.706601180759 kJ mol^-1,-2095.919562196454 kJ mol^-1
315400,8.13485830882879 kJ mol^-1,-2111.3008502001853 kJ mol^-1,-2103.1659918913565 kJ mol^-1
315500,11.806530083331992 kJ mol^-1,-2115.1176918547876 kJ mol^-1,-2103.3111617714558 kJ mol^-1
315600,12.83893052074977 kJ mol^-1,-2117.4627630851573 kJ mol^-1,-2104.6238325644076 kJ mol^-1
315700,14.890608060156534 kJ mol^-1,-2133.983027121207 kJ mol^-1,-2119.092419061051 kJ mol^-1
315800,13.93461066044122 kJ mol^-1,-2128.097906880355 kJ mol^-1,-2114.1632962199137 kJ mol^-1
315900,14.065049547256168 kJ mol^-1,-2136.052769841854 kJ mol^-1,-2121.987720294598 kJ mol^-1
316000,15.148057129478632 kJ mol^-1,-2132.6590093332798 kJ mol^-1,-2117.510952203801 kJ mol^-1
316100,9.13732288176134 kJ mol^-1,-2127.9214382332916 kJ mol^-1,-2118.78411535153 kJ mol^-1
316200,11.098738944503454 kJ mol^-1,-2127.627856798251 kJ mol^-1,-2116.5291178537473 kJ mol^-1
316300,13.48717569434266 kJ mol^-1,-2133.0030932184486 kJ mol^-1,-2119.515917524106 kJ mol^-1
316400,9.222419870004153 kJ mol^-1,-2129.0942741004683 kJ mol^-1,-2119.871854230464 kJ mol^-1
316500,4.246345314429209 kJ mol^-1,-2138.0687764022027 kJ mol^-1,-2133.8224310877736 kJ mol^-1
316600,5.07746574118415 kJ mol^-1,-2127.400196399483 kJ mol^-1,-2122.3227306582985 kJ mol^-1
316700,9.285996262362952 kJ mol^-1,-2134.311491725846 kJ mol^-1,-2125.025495463483 kJ mol^-1
316800,10.247327661145054 kJ mol^-1,-2133.466675760544 kJ mol^-1,-2123.219348099399 kJ mol^-1
316900,5.062513965196264 kJ mol^-1,-2130.7049241269438 kJ mol^-1,-2125.6424101617476 kJ mol^-1
317000,7.824515939252431 kJ mol^-1,-2136.206755240411 kJ mol^-1,-2128.3822393011587 kJ mol^-1
317100,6.7771729976709745 kJ mol^-1,-2126.602190218353 kJ mol^-1,-2119.8250172206817 kJ mol^-1
317200,0.7693705463387263 kJ mol^-1,-2124.6677363355248 kJ mol^-1,-2123.898365789186 kJ mol^-1
