step_n,E_lj,E_elec,E_total
30300,1447.7600281130972,-67478.86476351427,-66031.10473540117
30400,1446.5636851241163,-67555.87344096298,-66109.30975583887
30500,1388.6434491537154,-67696.21832516507,-66307.57487601135
30600,1396.1592527030498,-67873.60251148672,-66477.44325878368
30700,1391.2736494767546,-68001.59593635911,-66610.32228688235
30800,1489.0192705925774,-68212.03263014767,-66723.0133595551
30900,1492.690970565703,-68325.4667782998,-66832.7758077341
31000,1495.0032222700775,-68511.67535985938,-67016.6721375893
31100,1518.3905005283584,-68809.23296037749,-67290.84245984913
31200,1515.5792012937184,-68872.11599399861,-67356.5367927049
31300,1550.317323662704,-69078.4173407279,-67528.1000170652
31400,1522.559486585052,-69147.39365444306,-67624.834167858
31500,1522.6322772934593,-69234.1278670156,-67711.49558972214
31600,1521.729922822752,-69325.10866582094,-67803.37874299819
31700,1801.259632632378,-69834.24330905594,-68032.98367642355
31800,1796.90307135928,-69987.96686270738,-68191.0637913481
31900,1792.2675838943894,-70080.28775704834,-68288.02017315396
32000,1794.6825349376154,-70225.64545875727,-68430.96292381965
32100,1793.3175237216544,-70318.66851699288,-68525.35099327123
32200,1802.5629807818111,-70390.38932974433,-68587.82634896252
32300,1800.0052329070381,-70476.57222452713,-68676.5669916201
32400,1801.3898522302973,-70633.21830394976,-68831.82845171947
32500,1841.998729466948,-70740.96320650695,-68898.96447704
32600,1838.3758152503697,-70778.03601286584,-68939.66019761546
32700,1891.006840229751,-71138.6540468467,-69247.64720661695
32800,1892.2740426723167,-71246.01598262387,-69353.74193995155
32900,1891.5470767890401,-71305.19465667555,-69413.64757988651
33000,1888.341436805532,-71480.03309144021,-69591.69165463468
33100,1888.4878287539832,-71548.28851629626,-69659.80068754227
33200,1896.0114167676295,-71990.70273736517,-70094.69132059753
33300,1896.0154229596485,-72156.85005709894,-70260.83463413929
33400,1899.1497844426292,-72290.4233125269,-70391.27352808426
33500,1898.9387894112679,-72386.75597222192,-70487.81718281064
33600,1899.0000147556302,-72458.37405243586,-70559.37403768023
33700,1899.1338118011656,-72548.35374923883,-70649.21993743767
33800,1905.9355344876924,-72839.7440146457,-70933.808480158
33900,1907.000938976101,-72899.67217098839,-70992.67123201229
34000,1852.7571193923432,-73441.37735877292,-71588.62023938057
34100,2010.4169590356225,-73950.96969354377,-71940.55273450815
34200,2019.7746444369848,-74059.8288291978,-72040.05418476081
34300,2018.7741578899434,-74306.29666049188,-72287.52250260193
34400,2017.5105367904846,-74352.76504639625,-72335.25450960576
34500,2029.0480835763105,-74565.39502627905,-72536.34694270273
34600,2354.8437538700755,-75217.95920348553,-72863.11544961545
34700,2354.726046249149,-75357.80427950487,-73003.07823325571
34800,2356.1918053135987,-75383.6604750097,-73027.4686696961
34900,2355.471990492812,-75528.07457517652,-73172.60258468371
35000,2387.887600031573,-75785.5493175985,-73397.66171756692
35100,2375.357576190511,-75852.1321136769,-73476.77453748639
35200,2372.205236170516,-75923.33412328869,-73551.12888711818
35300,2374.4048231733564,-76001.0632290512,-73626.65840587784
35400,2383.363871741728,-76160.71816235688,-73777.35429061514
35500,2512.8323799969558,-76453.29678781667,-73940.46440781972
35600,2513.0505906608264,-76623.68605655806,-74110.63546589723
35700,2515.300388903941,-76749.813682017,-74234.51329311306
35800,2687.548821007976,-77417.91326027039,-74730.36443926241
35900,2684.115797529865,-77675.5219159176,-74991.40611838773
36000,2595.218210281972,-77782.8203637158,-75187.60215343382
36100,2475.8174321304177,-77847.66386975197,-75371.84643762154
36200,2477.8904617237213,-77955.54736864373,-75477.65690692
36300,2487.0780791698544,-78139.74979783125,-75652.6717186614
36400,2327.901374310519,-78158.11251012013,-75830.21113580962
36500,2243.202093701412,-78301.01967471,-76057.81758100858
36600,2240.6089303120466,-78544.30243890578,-76303.69350859373
36700,2098.4370762677418,-78466.11436068868,-76367.67728442093
36800,2097.764892262332,-78585.34143620383,-76487.5765439415
36900,2102.8064315786733,-78770.72405021155,-76667.91761863287
37000,2108.841887916988,-78973.17750001478,-76864.33561209778
37100,2103.3291664742915,-79277.3409932038,-77174.01182672952
37200,2101.126814968421,-79384.59245447315,-77283.46563950474
37300,2110.1807301065282,-79506.53057660897,-77396.34984650245
37400,2147.12236120132,-79646.47101117222,-77499.3486499709
37500,2145.9544500423212,-79812.07616175202,-77666.1217117097
37600,2143.3387782223904,-80019.51427103666,-77876.17549281428
37700,2119.459910953866,-80286.71369378155,-78167.25378282768
37800,2099.632278958934,-80450.48180611526,-78350.84952715633
37900,2101.896039385147,-80807.9720800423,-78706.07604065715
38000,2101.9738568854173,-80893.87489035084,-78791.90103346542
38100,2114.083696680102,-80996.99438406697,-78882.91068738687
38200,2140.4400198103135,-81177.0072920499,-79036.56727223958
38300,2109.8073559781606,-81365.09713801145,-79255.28978203329
38400,2112.167442035532,-81516.1268150603,-79403.95937302477
38500,2118.398609700013,-81826.90326298201,-79708.504653282
38600,2059.712095276876,-81823.64261988108,-79763.9305246042
38700,2053.707677316028,-81837.09742652198,-79783.38974920596
38800,2051.3770857227155,-82097.22098968278,-80045.84390396006
38900,2050.164526787105,-82146.49091976245,-80096.32639297534
39000,2156.4630848402207,-82315.99783115047,-80159.53474631025
39100,2341.447715945419,-82686.18572270017,-80344.73800675475
39200,2612.445273553876,-83183.42763587205,-80570.98236231817
39300,2616.297392665911,-83247.70723589059,-80631.40984322467
39400,2648.3361282173737,-83562.78804885104,-80914.45192063367
39500,2779.628472432689,-83886.82292913226,-81107.19445669958
39600,2802.0677197604823,-84212.41204216017,-81410.34432239969
39700,2801.2003239478718,-84494.35291986921,-81693.15259592135
39800,2768.2556347391524,-84819.24147066302,-82050.98583592387
39900,2805.4822470879362,-85009.94685148787,-82204.46460439994
40000,2957.7984181449747,-85264.74048692742,-82306.94206878245
40100,2960.1174376995223,-85435.35931698032,-82475.2418792808
40200,3139.014468858924,-85709.03425383796,-82570.01978497904
40300,3150.212466898669,-86025.61716104174,-82875.40469414307
40400,3147.798852669892,-86044.93031719147,-82897.13146452158
40500,3119.306451673703,-86162.14115639537,-83042.83470472167
40600,3134.1274071095904,-86340.63267347007,-83206.50526636047
40700,3140.3769944410324,-86481.2525527724,-83340.87555833138
40800,3145.1304483620174,-86554.48637848602,-83409.355930124
40900,3095.1746462377987,-86731.57532264343,-83636.40067640564
41000,3095.082931486826,-86886.5626862982,-83791.47975481137
41100,3134.0591269056913,-87286.58166678801,-84152.52253988232
41200,3139.9023093540204,-87536.46164932268,-84396.55933996866
41300,3138.8362746172184,-87579.43797814178,-84440.60170352456
41400,3112.7738324932925,-87710.08424703687,-84597.31041454358
41500,3138.91212086184,-87967.0185640682,-84828.10644320636
41600,3164.1078882745533,-88201.04802500567,-85036.94013673112
41700,3163.6180235058655,-88271.8221191252,-85108.20409561932
41800,3163.26483484876,-88491.76768108184,-85328.50284623308
41900,3114.6445790337148,-88655.04391225649,-85540.39933322277
42000,3111.1992200164545,-88705.29662291105,-85594.0974028946
42100,3073.542499362272,-88748.87504835919,-85675.33254899691
42200,3076.086446797143,-88829.24641040937,-85753.15996361223
42300,3077.8208221666087,-88883.28730257033,-85805.46648040372
42400,3066.2299866567023,-89001.96274646588,-85935.73275980918
42500,3131.538731719474,-89385.0802986039,-86253.54156688444
42600,3172.3851147795444,-89594.18365474991,-86421.79853997036
42700,3173.1259448747132,-89773.18921556251,-86600.0632706878
42800,3230.922475709509,-90080.44551973297,-86849.52304402346
42900,3254.2202403499514,-90298.75958736036,-87044.5393470104
43000,3250.4777729161124,-90345.41755129665,-87094.93977838053
43100,3252.6989539352826,-90430.99876121557,-87178.29980728029
43200,3259.153711042563,-90536.98978329694,-87277.83607225439
43300,3336.429951421092,-90837.93221834081,-87501.50226691972
